"FIPS","state","county","votech","prod_bush","GDP2015","medinc1317","perc_HS_GED","totpop1317","urb2010","perclatino1317","trumpmarg","state_name","confirmed","deaths","cases_pc","W"
49043,"UT","summit",-3.32175113091821,0,3465994,94952,0.144671494104712,39731,0,0.11381540862299,-0.153529031937615,"utah",1218,1,0.0306561626941179,0.0149075491745921
49045,"UT","tooele",-3.8399804869623,0,1777736,66542,0.302116226247853,63357,0,0.120302413308711,0.300343824385083,"utah",1217,2,0.0192086115188535,0.0130898297190577
49047,"UT","uintah",0.902525187525016,0,2130533,67012,0.351390428454383,36343,0,0.0824918141045043,0.688814717069006,"utah",0,0,0,0.00921013528714237
49049,"UT","utah",-1.5949839321175,0,20508237,67042,0.159830767422729,576496,0.936395103026924,0.113685090616414,0.37255776200112,"utah",25204,72,0.0437192972717937,0.0154014009405698
49051,"UT","wasatch",-2.74968364473276,0,700460,74552,0.18823461627103,29306,0,0.135125912782365,0.251815181518152,"utah",979,9,0.0334061284378626,0.0154168124648298
49053,"UT",NA,-3.74098187273869,0,4764406,55175,0.233974652153144,155577,0.712232559823336,0.100625413782243,0.521497895432567,NA,NA,NA,0,0.0128262098242704
49055,"UT",NA,0.04137048296039,0,70744,42444,0.237883008356546,2700,0,0.0537037037037037,0.487943262411348,NA,NA,NA,0,0.0188099436950011
49057,"UT",NA,1.77139701075613,0,8969078,62036,0.291867788043696,244101,0.941990001556851,0.178749779804261,0.199629224932782,NA,NA,NA,0,0.0100036847356186
51001,"VA","accomack",-7.56443637617302,1457606,2714794,42260,0.390228372527379,32840,0,0.0883373934226553,0.117105680736274,"virginia",1201,19,0.0365712545676005,0.0114595332955029
51003,"VA","albemarle",-6.76594451704302,106231,9064041,72265,0.176831937638569,105105,0.493927452763464,0.0570001427144284,-0.250561157230912,"virginia",1482,22,0.014100185528757,0.010573087752229
51005,"VA","alleghany",-6.09394099048177,0,883395,46020,0.394378568291612,15489,0,0.0142681903286203,0.370654256775253,"virginia",84,4,0.00542320356381948,0.00831263543237554
51007,"VA","amelia",-3.70955374593575,223994,279592,58535,0.356839991073421,12802,0,0.0110920168723637,0.363041933191187,"virginia",138,6,0.0107795656928605,0.0105847564787761
51009,"VA","amherst",-3.95207420662328,0,767730,49677,0.34449739455752,31819,0.363366612060705,0.0226279895659826,0.307108942231601,"virginia",525,4,0.0164995757251956,0.018102502248371
51011,"VA","appomattox",-1.90845440589609,81602,251754,54875,0.359360813510078,15462,0,0.0126762385202432,0.46404324867991,"virginia",266,5,0.0172034665631872,0.0113060644054667
51013,"VA","arlington",-5.82115001641862,0,38277598,112138,0.0798219584569733,229534,1,0.155475877212091,-0.60098538678107,"virginia",4372,153,0.019047287112149,0.00801256362713658
51015,"VA","augusta",-3.94466579120344,349155,4113143,59544,0.383008330704863,74390,0.179891525423729,0.0253528700094099,0.492185155887728,"virginia",623,8,0.00837478155666084,0.0105558350077024
51017,"VA","bath",-6.86035453214311,0,222307,44483,0.418533292420988,4458,0,0.0565275908479139,0.421310744538564,"virginia",22,0,0.00493494840735756,0.00430086664079679
51019,"VA","bedford",-1.93194795130136,12475,1827815,59405,0.306486768864951,77319,0.20497699341837,0.0204606888345685,0.494121272460058,"virginia",1054,16,0.013631836935294,0.0164838496016225
51021,"VA","bland",-2.86082680183927,0,209917,46927,0.403907496012759,6524,0,0.00505824647455549,0.678297055057619,"virginia",64,5,0.00980993255671367,0.0171381032831398
51023,"VA","botetourt",-5.57978502227486,16200,1237923,64733,0.328554261799196,33149,0.357698805357789,0.0157169145373918,0.476208357920712,"virginia",351,11,0.0105885547075327,0.0110798654164529
51025,"VA","brunswick",-4.15629995385808,305530,318089,40871,0.383897806538365,16435,0,0.0209917858229389,-0.186788750817528,"virginia",408,5,0.0248250684514755,0.0107814399978798
51027,"VA","buchanan",-3.47872866479686,0,864033,30828,0.36401155592241,22611,0,0.00269780195480076,0.604229934924078,"virginia",234,2,0.0103489452036619,0.0106473878803591
51029,"VA","buckingham",-4.64393896420671,21571,554505,46610,0.414976348913653,17048,0,0.0235218207414359,0.115458539264141,"virginia",721,9,0.042292351008916,0.00589954502760197
51031,"VA","campbell",-3.46468540882865,139674,6011226,48823,0.327414520144287,55158,0.323602348564968,0.0214474781536676,0.471930340216034,"virginia",628,6,0.0113854744552014,0.0145022742200458
51033,"VA","caroline",-4.31685161850681,650349,574032,60925,0.368640329379473,29889,0,0.0430927766067784,0.0506025794629643,"virginia",399,5,0.0133493927531868,0.0152164046278544
51035,"VA","carroll",-2.89270404958714,0,726522,41145,0.342888442578054,29767,0,0.0306379547821413,0.595863693236182,"virginia",554,26,0.0186112137602043,0.0231253131568605
51036,"VA","charles",-0.134972801450589,548371,163482,55069,0.402547065337763,7022,0,0.0179436058103105,-0.230440587449933,"virginia",95,5,0.0135289091426944,0.00656446689504239
51037,"VA","charlotte",-2.68793993948661,264341,221228,38350,0.419084689785327,12176,0,0.0205321944809461,0.228936464088398,"virginia",197,0,0.0161793692509855,0.009468494876704
51041,"VA","chesterfield",-8.11382829194914,68119,16926294,76969,0.23835448804409,335594,0.94071199989881,0.0824925356234021,0.0225058189950254,"virginia",6679,99,0.0199020244700442,0.0171711121916807
51043,"VA","clarke",-4.29763856706381,121773,448187,72129,0.283510690227472,14331,0,0.0477984788221338,0.198007625138359,"virginia",114,1,0.00795478333682227,0.00949975448080126
51045,"VA","craig",-5.10902084679639,0,64604,53526,0.414178135549208,5131,0,0.000194893782888326,0.573994252873563,"virginia",42,0,0.00818553888130969,0.0122045681511312
51047,"VA","culpeper",-6.75728366085893,456167,1605545,69693,0.31679951872462,49795,0,0.0969173611808414,0.25340698148232,"virginia",1282,18,0.0257455567828095,0.0115880896352169
