"class","Species","Date","Latitude","Longitude","Alive","week.number","obsDate","State","New","Confirmed","Status","Oiling","Condition","BirdCount","Date_","Oil_Cond"
"Aves","Laughing Gull","2010-08-05",29.35248,-89.78623,"N",32,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-05",5
"Aves","Laughing Gull","2010-08-05",29.35248,-89.78623,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",29.35248,-89.78623,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-05",2
"Aves","Laughing Gull","2010-08-05",29.35248,-89.78623,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-05",1
"Aves","Laughing Gull","2010-08-05",29.35248,-89.78623,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-05",1
"Aves","Laughing Gull","2010-08-05",29.35248,-89.78623,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-05",1
"Aves","Laughing Gull","2010-08-05",29.35248,-89.78623,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-05",2
"Aves","Laughing Gull","2010-08-05",29.35248,-89.78623,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-05",2
"Aves","Laughing Gull","2010-08-05",29.35248,-89.78623,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-05",2
"Aves","Laughing Gull","2010-08-05",29.35248,-87.78623,"N",32,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-05",5
"Aves","Laughing Gull","2010-08-05",29.37303,-89.89208,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-05",1
"Aves","Laughing Gull","2010-08-05",29.37312,-89.89208,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",29.50269,-89.79841,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",29.53027,-89.55258,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-05",3
"Aves","Laughing Gull","2010-08-05",29.65286,-89.46411,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-05",2
"Aves","Laughing Gull","2010-08-05",29.65286,-89.46411,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-05",1
"Aves","Laughing Gull","2010-08-05",29.65286,-89.46411,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-05",2
"Aves","Laughing Gull","2010-08-05",29.65286,-89.46411,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-05",2
"Aves","Laughing Gull","2010-08-05",29.65286,-89.46411,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-05",1
"Aves","Laughing Gull","2010-08-05",29.65286,-86.46411,"N",32,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-05",5
"Aves","Laughing Gull","2010-08-05",29.69954,-89.54939,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-05",3
"Aves","Laughing Gull","2010-08-05",29.96613,-89.22862,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",29.96613,-89.22862,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",29.96613,-89.22862,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",29.96613,-89.22862,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-05",2
"Aves","Laughing Gull","2010-08-05",30.05963,-89.17713,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.05963,-89.17713,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.05963,-89.17713,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.05963,-89.17713,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.05963,-89.17713,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.05963,-89.17713,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.05963,-89.17713,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.05963,-89.17713,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.05963,-89.17713,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.24279,-87.7308,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-05",3
"Aves","Laughing Gull","2010-08-05",30.33449,-89.17674,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-05",4
"Aves","Laughing Gull","2010-08-05",30.36528,-89.08872,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-05",2
"Aves","Laughing Gull","2010-08-05",30.38893,-86.52621,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-05",3
"Aves","Laughing Gull","2010-08-05",30.39202,-88.94233,"N",32,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-05",5
"Aves","Laughing Gull","2010-08-07",28.99074,-89.14771,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.11418,-90.18891,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.15088,-90.1128,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",29.15088,-90.1128,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-07",1
"Aves","Laughing Gull","2010-08-07",29.2274,-90.66587,"N",32,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-07",5
"Aves","Laughing Gull","2010-08-07",29.28368,-89.92337,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.35248,-89.78623,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",29.35248,-89.78623,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",29.35248,-89.78623,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",29.35248,-89.78623,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",29.35248,-89.78623,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",29.48207,-90.00401,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.7256,-89.89249,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.92944,-89.27336,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-07",2
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",29.99771,-89.21133,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-07",1
"Aves","Laughing Gull","2010-08-07",30.18601,-89.45037,"N",32,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-07",5
"Aves","Laughing Gull","2010-08-07",30.32886,-89.19738,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",30.37786,-89.04592,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",30.39285,-88.88653,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-07",1
"Aves","Laughing Gull","2010-08-07",30.48993,-88.02614,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-07",1
"Aves","Laughing Gull","2010-08-07",30.49093,-88.02377,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",30.49093,-88.02377,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-07",1
"Aves","Laughing Gull","2010-08-07",30.49314,-88.03139,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",30.49314,-88.03139,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-07",1
"Aves","Laughing Gull","2010-08-07",30.52269,-88.10427,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-07",3
"Aves","Laughing Gull","2010-08-07",30.52269,-88.1042,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-07",1
"Aves","Laughing Gull","2010-08-07",30.66285,-89.35222,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-07",4
"Aves","Laughing Gull","2010-08-07",30.66285,-89.35222,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-07",2
"Aves","Laughing Gull","2010-08-08",29.05929,-90.15707,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-08",4
"Aves","Laughing Gull","2010-08-08",29.09968,-90.19369,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-08",3
"Aves","Laughing Gull","2010-08-08",29.10214,-90.18873,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-08",4
"Aves","Laughing Gull","2010-08-08",29.20673,-89.02964,"N",32,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-08",5
"Aves","Laughing Gull","2010-08-08",29.20673,-89.02964,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-08",1
"Aves","Laughing Gull","2010-08-08",29.20875,-90.03034,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",29.24962,-89.57644,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-08",3
"Aves","Laughing Gull","2010-08-08",29.29324,-89.67107,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-08",4
"Aves","Laughing Gull","2010-08-08",29.29606,-89.66527,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-08",3
"Aves","Laughing Gull","2010-08-08",29.34695,-89.80325,"N",32,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-08",4
"Aves","Laughing Gull","2010-08-08",29.34695,-89.80325,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",29.34695,-89.80325,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",29.34695,-89.80325,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-08",1
"Aves","Laughing Gull","2010-08-08",29.99779,-89.21621,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",29.99779,-89.21521,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",29.99779,-89.21521,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-08",1
"Aves","Laughing Gull","2010-08-08",29.99779,-89.21521,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",29.99779,-89.21521,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",29.99779,-89.21521,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-08",1
"Aves","Laughing Gull","2010-08-08",30.02351,-89.22675,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",30.02351,-89.22675,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",30.02351,-89.22675,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",30.02351,-89.22675,"Y",32,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-08",2
"Aves","Laughing Gull","2010-08-08",30.21383,-88.9516,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-08",3
"Aves","Laughing Gull","2010-08-08",30.25375,-89.42005,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-08",1
"Aves","Laughing Gull","2010-08-08",30.34725,-89.14111,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-08",3
"Aves","Laughing Gull","2010-08-08",30.39505,-86.59028,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-08",3
"Aves","Laughing Gull","2010-08-08",30.39981,-86.59508,"Y",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-08",1
"Aves","Laughing Gull","2010-08-08",30.49979,-88.04293,"N",32,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-08",3
"Aves","Laughing Gull","2010-08-17",29.10475,-90.18722,"Y",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-17",1
"Aves","Laughing Gull","2010-08-17",29.14361,-90.31583,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",29.20433,-90.03511,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",29.23468,-89.9875,"N",34,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-17",4
"Aves","Laughing Gull","2010-08-17",29.40247,-89.52257,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",29.41239,-89.76297,"N",34,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-17",4
"Aves","Laughing Gull","2010-08-17",29.49387,-89.17361,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-17",5
"Aves","Laughing Gull","2010-08-17",29.77461,-93.20481,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",30.21398,-88.87528,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",30.21398,-85.87528,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",30.24813,-89.42398,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",30.27045,-87.59374,"N",34,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-17",4
"Aves","Laughing Gull","2010-08-17",30.3113,-88.13852,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",30.3113,-88.13852,"Y",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-17",1
"Aves","Laughing Gull","2010-08-17",30.33201,-89.19009,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",30.3435,-89.14133,"Y",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-17",1
"Aves","Laughing Gull","2010-08-17",30.52283,-88.1047,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-17",3
"Aves","Laughing Gull","2010-08-17",30.52283,-88.1047,"Y",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-17",1
"Aves","Laughing Gull","2010-08-19",28.97131,-89.33644,"Y",34,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-19",2
"Aves","Laughing Gull","2010-08-19",29.09355,-90.20817,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.22084,-90.01266,"N",34,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-19",4
"Aves","Laughing Gull","2010-08-19",29.25433,-89.37603,"Y",34,NA,NA,NA,NA,NA,"Visibly Oiled","Live",1,"2010-08-19",2
"Aves","Laughing Gull","2010-08-19",29.2556,-89.3603,"N",34,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-19",4
"Aves","Laughing Gull","2010-08-19",29.26063,-89.95237,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.26063,-89.95237,"Y",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-19",1
"Aves","Laughing Gull","2010-08-19",29.27172,-91.87267,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.28663,-89.66338,"N",34,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-19",4
"Aves","Laughing Gull","2010-08-19",29.40785,-89.28924,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.44132,-89.93435,"N",34,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-19",4
"Aves","Laughing Gull","2010-08-19",29.44132,-89.93435,"Y",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Live",1,"2010-08-19",1
"Aves","Laughing Gull","2010-08-19",29.49179,-90.12572,"N",34,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-19",4
"Aves","Laughing Gull","2010-08-19",29.65285,-89.45867,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.65285,-89.45867,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.65285,-89.45867,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.65285,-89.45867,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.65285,-89.45867,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.86973,-89.27017,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.95969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.92028,-89.25969,"N",34,NA,NA,NA,NA,NA,"Unknown","Dead",1,"2010-08-19",5
"Aves","Laughing Gull","2010-08-19",29.96737,-89.25794,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.96737,-89.25794,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.96737,-89.25794,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.96737,-89.25794,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.96737,-89.25794,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.96737,-89.25794,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.96737,-89.25794,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",29.96737,-89.25794,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
"Aves","Laughing Gull","2010-08-19",30.02351,-89.22675,"N",34,NA,NA,NA,NA,NA,"Visibly Oiled","Dead",1,"2010-08-19",4
"Aves","Laughing Gull","2010-08-19",30.05839,-89.18326,"N",34,NA,NA,NA,NA,NA,"Not Visibly Oiled","Dead",1,"2010-08-19",3
